drugA_name,drugA Conc (µM),drugB_name,drugB Conc (µM),cell_line,single_resp_1,single_resp_2,X/X0
L778123,5.0,MK-8776,4.0,A2058,0.7501777892409087,0.657555971222584,0.41021
L778123,0.325,SN-38,0.000115,A2058,0.9497892859225641,0.9907255942195454,0.70551
L778123,0.325,SN-38,0.0004,A2058,0.9497892859225641,0.9872215110821932,0.9039
L778123,0.325,SN-38,0.00143,A2058,0.9497892859225641,0.8635632969551584,0.30327
L778123,0.325,SN-38,0.005,A2058,0.9497892859225641,0.29194243453913815,0.1776
L778123,0.8,SN-38,0.000115,A2058,0.9098114073509713,0.9907255942195454,0.76292
L778123,0.8,SN-38,0.0004,A2058,0.9098114073509713,0.9872215110821932,0.68649
L778123,0.8,SN-38,0.00143,A2058,0.9098114073509713,0.8635632969551584,0.50336
L778123,0.8,SN-38,0.005,A2058,0.9098114073509713,0.29194243453913815,0.09449
L778123,2.0,SN-38,0.000115,A2058,0.8442487804070744,0.9907255942195454,0.47678
L778123,2.0,SN-38,0.0004,A2058,0.8442487804070744,0.9872215110821932,0.74101
L778123,2.0,SN-38,0.00143,A2058,0.8442487804070744,0.8635632969551584,0.42428
L778123,2.0,SN-38,0.005,A2058,0.8442487804070744,0.29194243453913815,0.1294
L778123,5.0,SN-38,0.000115,A2058,0.7501777892409087,0.9907255942195454,0.50455
L778123,5.0,SN-38,0.0004,A2058,0.7501777892409087,0.9872215110821932,0.66107
L778123,5.0,SN-38,0.00143,A2058,0.7501777892409087,0.8635632969551584,0.27863
L778123,5.0,SN-38,0.005,A2058,0.7501777892409087,0.29194243453913815,0.10479
PD325901,0.0011,BEZ-235,0.0045,A2058,1.004591452726377,1.0019661597251446,0.96611
PD325901,0.0011,BEZ-235,0.02,A2058,1.004591452726377,0.7150204309748507,0.67778
PD325901,0.0011,BEZ-235,0.09,A2058,1.004591452726377,0.33836321261621377,0.31773
PD325901,0.0011,BEZ-235,0.4,A2058,1.004591452726377,0.2923379569364569,0.25982
PD325901,0.005,BEZ-235,0.0045,A2058,0.9771795085313917,1.0019661597251446,0.89279
PD325901,0.005,BEZ-235,0.02,A2058,0.9771795085313917,0.7150204309748507,0.61376
PD325901,0.005,BEZ-235,0.09,A2058,0.9771795085313917,0.33836321261621377,0.30429
PD325901,0.005,BEZ-235,0.4,A2058,0.9771795085313917,0.2923379569364569,0.23115
PD325901,0.0223,BEZ-235,0.0045,A2058,0.8665800459893327,1.0019661597251446,0.73848
PD325901,0.0223,BEZ-235,0.02,A2058,0.8665800459893327,0.7150204309748507,0.44436
PD325901,0.0223,BEZ-235,0.09,A2058,0.8665800459893327,0.33836321261621377,0.21837
PD325901,0.0223,BEZ-235,0.4,A2058,0.8665800459893327,0.2923379569364569,0.13473
PD325901,0.1,BEZ-235,0.0045,A2058,0.6798602607267161,1.0019661597251446,0.59789
PD325901,0.1,BEZ-235,0.02,A2058,0.6798602607267161,0.7150204309748507,0.34416
PD325901,0.1,BEZ-235,0.09,A2058,0.6798602607267161,0.33836321261621377,0.14953
PD325901,0.1,BEZ-235,0.4,A2058,0.6798602607267161,0.2923379569364569,0.09366
PD325901,0.0011,MK-8669,0.00011,A2058,1.004591452726377,0.990169989949173,0.98442
PD325901,0.0011,MK-8669,0.0005,A2058,1.004591452726377,0.9140141289059556,0.86032
PD325901,0.0011,MK-8669,0.00223,A2058,1.004591452726377,0.7762095975851282,0.7959
PD325901,0.0011,MK-8669,0.01,A2058,1.004591452726377,0.7118134876649567,0.71271
PD325901,0.005,MK-8669,0.00011,A2058,0.9771795085313917,0.990169989949173,0.94608
PD325901,0.005,MK-8669,0.0005,A2058,0.9771795085313917,0.9140141289059556,0.85749
PD325901,0.005,MK-8669,0.00223,A2058,0.9771795085313917,0.7762095975851282,0.6905
PD325901,0.005,MK-8669,0.01,A2058,0.9771795085313917,0.7118134876649567,0.6589
PD325901,0.0223,MK-8669,0.00011,A2058,0.8665800459893327,0.990169989949173,0.78992
PD325901,0.0223,MK-8669,0.0005,A2058,0.8665800459893327,0.9140141289059556,0.67656
PD325901,0.0223,MK-8669,0.00223,A2058,0.8665800459893327,0.7762095975851282,0.6023
PD325901,0.0223,MK-8669,0.01,A2058,0.8665800459893327,0.7118134876649567,0.52488
PD325901,0.1,MK-8669,0.00011,A2058,0.6798602607267161,0.990169989949173,0.60004
PD325901,0.1,MK-8669,0.0005,A2058,0.6798602607267161,0.9140141289059556,0.54134
PD325901,0.1,MK-8669,0.00223,A2058,0.6798602607267161,0.7762095975851282,0.44729
PD325901,0.1,MK-8669,0.01,A2058,0.6798602607267161,0.7118134876649567,0.37417
PD325901,0.0011,MK-8776,0.0925,A2058,1.004591452726377,1.0218097172780087,1.03294
PD325901,0.0011,MK-8776,0.325,A2058,1.004591452726377,0.8795527232416562,0.91392
PD325901,0.0011,MK-8776,1.15,A2058,1.004591452726377,0.6601747506264363,0.64696
PD325901,0.0011,MK-8776,4.0,A2058,1.004591452726377,0.657555971222584,0.66495
PD325901,0.005,MK-8776,0.0925,A2058,0.9771795085313917,1.0218097172780087,0.97334
PD325901,0.005,MK-8776,0.325,A2058,0.9771795085313917,0.8795527232416562,0.88336
PD325901,0.005,MK-8776,1.15,A2058,0.9771795085313917,0.6601747506264363,0.59279
PD325901,0.005,MK-8776,4.0,A2058,0.9771795085313917,0.657555971222584,0.62507
PD325901,0.0223,MK-8776,0.0925,A2058,0.8665800459893327,1.0218097172780087,0.90129
PD325901,0.0223,MK-8776,0.325,A2058,0.8665800459893327,0.8795527232416562,0.6745
PD325901,0.0223,MK-8776,1.15,A2058,0.8665800459893327,0.6601747506264363,0.46227
PD325901,0.0223,MK-8776,4.0,A2058,0.8665800459893327,0.657555971222584,0.57198
PD325901,0.1,MK-8776,0.0925,A2058,0.6798602607267161,1.0218097172780087,0.70985
PD325901,0.1,MK-8776,0.325,A2058,0.6798602607267161,0.8795527232416562,0.57923
PD325901,0.1,MK-8776,1.15,A2058,0.6798602607267161,0.6601747506264363,0.50158
PD325901,0.1,MK-8776,4.0,A2058,0.6798602607267161,0.657555971222584,0.60119
PD325901,0.0011,SN-38,0.000115,A2058,1.004591452726377,0.9907255942195454,0.97718
PD325901,0.0011,SN-38,0.0004,A2058,1.004591452726377,0.9872215110821932,0.98474
PD325901,0.0011,SN-38,0.00143,A2058,1.004591452726377,0.8635632969551584,0.88655
PD325901,0.0011,SN-38,0.005,A2058,1.004591452726377,0.29194243453913815,0.27321
PD325901,0.005,SN-38,0.000115,A2058,0.9771795085313917,0.9907255942195454,0.97102
PD325901,0.005,SN-38,0.0004,A2058,0.9771795085313917,0.9872215110821932,0.96998
PD325901,0.005,SN-38,0.00143,A2058,0.9771795085313917,0.8635632969551584,0.8446
PD325901,0.005,SN-38,0.005,A2058,0.9771795085313917,0.29194243453913815,0.26169
PD325901,0.0223,SN-38,0.000115,A2058,0.8665800459893327,0.9907255942195454,0.84421
PD325901,0.0223,SN-38,0.0004,A2058,0.8665800459893327,0.9872215110821932,0.83787
PD325901,0.0223,SN-38,0.00143,A2058,0.8665800459893327,0.8635632969551584,0.75049
PD325901,0.0223,SN-38,0.005,A2058,0.8665800459893327,0.29194243453913815,0.3933
PD325901,0.1,SN-38,0.000115,A2058,0.6798602607267161,0.9907255942195454,0.64105
PD325901,0.1,SN-38,0.0004,A2058,0.6798602607267161,0.9872215110821932,0.63108
PD325901,0.1,SN-38,0.00143,A2058,0.6798602607267161,0.8635632969551584,0.62685
PD325901,0.1,SN-38,0.005,A2058,0.6798602607267161,0.29194243453913815,0.30544
AZD1775,0.0325,BEZ-235,0.0045,A2058,1.0160444080828845,1.0019661597251446,0.95718
AZD1775,0.0325,BEZ-235,0.02,A2058,1.0160444080828845,0.7150204309748507,0.63732
AZD1775,0.0325,BEZ-235,0.09,A2058,1.0160444080828845,0.33836321261621377,0.35351
AZD1775,0.0325,BEZ-235,0.4,A2058,1.0160444080828845,0.2923379569364569,0.26309
AZD1775,0.08,BEZ-235,0.0045,A2058,0.9536610768737144,1.0019661597251446,0.93416
AZD1775,0.08,BEZ-235,0.02,A2058,0.9536610768737144,0.7150204309748507,0.56988
AZD1775,0.08,BEZ-235,0.09,A2058,0.9536610768737144,0.33836321261621377,0.33606
AZD1775,0.08,BEZ-235,0.4,A2058,0.9536610768737144,0.2923379569364569,0.20171
AZD1775,0.2,BEZ-235,0.0045,A2058,0.7037739147670604,1.0019661597251446,0.61301
AZD1775,0.2,BEZ-235,0.02,A2058,0.7037739147670604,0.7150204309748507,0.34754
AZD1775,0.2,BEZ-235,0.09,A2058,0.7037739147670604,0.33836321261621377,0.18961
AZD1775,0.2,BEZ-235,0.4,A2058,0.7037739147670604,0.2923379569364569,0.11171
AZD1775,0.5,BEZ-235,0.0045,A2058,0.2957169083450639,1.0019661597251446,0.239
AZD1775,0.5,BEZ-235,0.02,A2058,0.2957169083450639,0.7150204309748507,0.05715
AZD1775,0.5,BEZ-235,0.09,A2058,0.2957169083450639,0.33836321261621377,0.05526
AZD1775,0.5,BEZ-235,0.4,A2058,0.2957169083450639,0.2923379569364569,0.04251
AZD1775,0.0325,PD325901,0.0011,A2058,1.0160444080828845,1.004591452726377,0.96714
AZD1775,0.0325,PD325901,0.005,A2058,1.0160444080828845,0.9771795085313917,0.98338
AZD1775,0.0325,PD325901,0.0223,A2058,1.0160444080828845,0.8665800459893327,0.86623
AZD1775,0.0325,PD325901,0.1,A2058,1.0160444080828845,0.6798602607267161,0.67325
AZD1775,0.08,PD325901,0.0011,A2058,0.9536610768737144,1.004591452726377,0.99943
AZD1775,0.08,PD325901,0.005,A2058,0.9536610768737144,0.9771795085313917,0.94976
AZD1775,0.08,PD325901,0.0223,A2058,0.9536610768737144,0.8665800459893327,0.86566
AZD1775,0.08,PD325901,0.1,A2058,0.9536610768737144,0.6798602607267161,0.59481
AZD1775,0.2,PD325901,0.0011,A2058,0.7037739147670604,1.004591452726377,0.74518
AZD1775,0.2,PD325901,0.005,A2058,0.7037739147670604,0.9771795085313917,0.62182
AZD1775,0.2,PD325901,0.0223,A2058,0.7037739147670604,0.8665800459893327,0.51852
AZD1775,0.2,PD325901,0.1,A2058,0.7037739147670604,0.6798602607267161,0.39376
AZD1775,0.5,PD325901,0.0011,A2058,0.2957169083450639,1.004591452726377,0.19227
AZD1775,0.5,PD325901,0.005,A2058,0.2957169083450639,0.9771795085313917,0.14265
AZD1775,0.5,PD325901,0.0223,A2058,0.2957169083450639,0.8665800459893327,0.11534
AZD1775,0.5,PD325901,0.1,A2058,0.2957169083450639,0.6798602607267161,0.10432
AZD1775,0.0325,MK-2206,0.045,A2058,1.0160444080828845,0.9902664287400084,0.9599
AZD1775,0.0325,MK-2206,0.2,A2058,1.0160444080828845,0.9849466719498613,0.92709
AZD1775,0.0325,MK-2206,0.9,A2058,1.0160444080828845,0.9446641925570554,0.88023
AZD1775,0.0325,MK-2206,4.0,A2058,1.0160444080828845,0.7169847846849181,0.65621
AZD1775,0.08,MK-2206,0.045,A2058,0.9536610768737144,0.9902664287400084,0.95996
AZD1775,0.08,MK-2206,0.2,A2058,0.9536610768737144,0.9849466719498613,0.92844
AZD1775,0.08,MK-2206,0.9,A2058,0.9536610768737144,0.9446641925570554,0.83811
AZD1775,0.08,MK-2206,4.0,A2058,0.9536610768737144,0.7169847846849181,0.57678
AZD1775,0.2,MK-2206,0.045,A2058,0.7037739147670604,0.9902664287400084,0.69501
AZD1775,0.2,MK-2206,0.2,A2058,0.7037739147670604,0.9849466719498613,0.67555
AZD1775,0.2,MK-2206,0.9,A2058,0.7037739147670604,0.9446641925570554,0.5081
AZD1775,0.2,MK-2206,4.0,A2058,0.7037739147670604,0.7169847846849181,0.32953
AZD1775,0.5,MK-2206,0.045,A2058,0.2957169083450639,0.9902664287400084,0.22015
AZD1775,0.5,MK-2206,0.2,A2058,0.2957169083450639,0.9849466719498613,0.22414
AZD1775,0.5,MK-2206,0.9,A2058,0.2957169083450639,0.9446641925570554,0.1819
AZD1775,0.5,MK-2206,4.0,A2058,0.2957169083450639,0.7169847846849181,0.14497
AZD1775,0.0325,MK-4827,0.223,A2058,1.0160444080828845,0.9269178074627606,0.45447
AZD1775,0.0325,MK-4827,0.775,A2058,1.0160444080828845,0.6232196195357544,0.35382
AZD1775,0.0325,MK-4827,2.75,A2058,1.0160444080828845,0.3384027294883308,0.28277
AZD1775,0.0325,MK-4827,10.0,A2058,1.0160444080828845,0.296719205687594,0.36709
AZD1775,0.08,MK-4827,0.223,A2058,0.9536610768737144,0.9269178074627606,0.32076
AZD1775,0.08,MK-4827,0.775,A2058,0.9536610768737144,0.6232196195357544,0.26726
AZD1775,0.08,MK-4827,2.75,A2058,0.9536610768737144,0.3384027294883308,0.28786
AZD1775,0.08,MK-4827,10.0,A2058,0.9536610768737144,0.296719205687594,0.32797
AZD1775,0.2,MK-4827,0.223,A2058,0.7037739147670604,0.9269178074627606,0.35113
AZD1775,0.2,MK-4827,0.775,A2058,0.7037739147670604,0.6232196195357544,0.24756
AZD1775,0.2,MK-4827,2.75,A2058,0.7037739147670604,0.3384027294883308,0.27834
AZD1775,0.2,MK-4827,10.0,A2058,0.7037739147670604,0.296719205687594,0.25348
AZD1775,0.5,MK-4827,0.223,A2058,0.2957169083450639,0.9269178074627606,0.12702
AZD1775,0.5,MK-4827,0.775,A2058,0.2957169083450639,0.6232196195357544,0.13253
AZD1775,0.5,MK-4827,2.75,A2058,0.2957169083450639,0.3384027294883308,0.13657
AZD1775,0.5,MK-4827,10.0,A2058,0.2957169083450639,0.296719205687594,0.11895
AZD1775,0.0325,MK-5108,0.075,A2058,1.0160444080828845,1.026178678470718,1.01552
AZD1775,0.0325,MK-5108,0.225,A2058,1.0160444080828845,1.0259706490515108,0.99408
AZD1775,0.0325,MK-5108,0.675,A2058,1.0160444080828845,0.9623371735482555,0.927
AZD1775,0.0325,MK-5108,2.0,A2058,1.0160444080828845,0.4816100014069442,0.52311
AZD1775,0.08,MK-5108,0.075,A2058,0.9536610768737144,1.026178678470718,0.98082
AZD1775,0.08,MK-5108,0.225,A2058,0.9536610768737144,1.0259706490515108,0.95752
AZD1775,0.08,MK-5108,0.675,A2058,0.9536610768737144,0.9623371735482555,0.88399
AZD1775,0.08,MK-5108,2.0,A2058,0.9536610768737144,0.4816100014069442,0.42514
AZD1775,0.2,MK-5108,0.075,A2058,0.7037739147670604,1.026178678470718,0.6738
AZD1775,0.2,MK-5108,0.225,A2058,0.7037739147670604,1.0259706490515108,0.69613
AZD1775,0.2,MK-5108,0.675,A2058,0.7037739147670604,0.9623371735482555,0.63595
AZD1775,0.2,MK-5108,2.0,A2058,0.7037739147670604,0.4816100014069442,0.31798
AZD1775,0.5,MK-5108,0.075,A2058,0.2957169083450639,1.026178678470718,0.22698
AZD1775,0.5,MK-5108,0.225,A2058,0.2957169083450639,1.0259706490515108,0.31564
AZD1775,0.5,MK-5108,0.675,A2058,0.2957169083450639,0.9623371735482555,0.3356
AZD1775,0.5,MK-5108,2.0,A2058,0.2957169083450639,0.4816100014069442,0.10201
AZD1775,0.0325,MK-8669,0.00011,A2058,1.0160444080828845,0.990169989949173,0.95224
AZD1775,0.0325,MK-8669,0.0005,A2058,1.0160444080828845,0.9140141289059556,0.88469
AZD1775,0.0325,MK-8669,0.00223,A2058,1.0160444080828845,0.7762095975851282,0.74998
AZD1775,0.0325,MK-8669,0.01,A2058,1.0160444080828845,0.7118134876649567,0.72415
AZD1775,0.08,MK-8669,0.00011,A2058,0.9536610768737144,0.990169989949173,0.91015
AZD1775,0.08,MK-8669,0.0005,A2058,0.9536610768737144,0.9140141289059556,0.81119
AZD1775,0.08,MK-8669,0.00223,A2058,0.9536610768737144,0.7762095975851282,0.63818
AZD1775,0.08,MK-8669,0.01,A2058,0.9536610768737144,0.7118134876649567,0.61257
AZD1775,0.2,MK-8669,0.00011,A2058,0.7037739147670604,0.990169989949173,0.67382
AZD1775,0.2,MK-8669,0.0005,A2058,0.7037739147670604,0.9140141289059556,0.44643
AZD1775,0.2,MK-8669,0.00223,A2058,0.7037739147670604,0.7762095975851282,0.40648
AZD1775,0.2,MK-8669,0.01,A2058,0.7037739147670604,0.7118134876649567,0.34994
AZD1775,0.5,MK-8669,0.00011,A2058,0.2957169083450639,0.990169989949173,0.18526
AZD1775,0.5,MK-8669,0.0005,A2058,0.2957169083450639,0.9140141289059556,0.13789
AZD1775,0.5,MK-8669,0.00223,A2058,0.2957169083450639,0.7762095975851282,0.09056
AZD1775,0.5,MK-8669,0.01,A2058,0.2957169083450639,0.7118134876649567,0.09266
AZD1775,0.0325,MK-8776,0.0925,A2058,1.0160444080828845,1.0218097172780087,0.86492
AZD1775,0.0325,MK-8776,0.325,A2058,1.0160444080828845,0.8795527232416562,0.39633
AZD1775,0.0325,MK-8776,1.15,A2058,1.0160444080828845,0.6601747506264363,0.29055
AZD1775,0.0325,MK-8776,4.0,A2058,1.0160444080828845,0.657555971222584,0.51551
AZD1775,0.08,MK-8776,0.0925,A2058,0.9536610768737144,1.0218097172780087,0.59493
AZD1775,0.08,MK-8776,0.325,A2058,0.9536610768737144,0.8795527232416562,0.21078
AZD1775,0.08,MK-8776,1.15,A2058,0.9536610768737144,0.6601747506264363,0.20753
AZD1775,0.08,MK-8776,4.0,A2058,0.9536610768737144,0.657555971222584,0.4148
AZD1775,0.2,MK-8776,0.0925,A2058,0.7037739147670604,1.0218097172780087,0.2053
AZD1775,0.2,MK-8776,0.325,A2058,0.7037739147670604,0.8795527232416562,0.11502
AZD1775,0.2,MK-8776,1.15,A2058,0.7037739147670604,0.6601747506264363,0.10197
AZD1775,0.2,MK-8776,4.0,A2058,0.7037739147670604,0.657555971222584,0.28992
AZD1775,0.5,MK-8776,0.0925,A2058,0.2957169083450639,1.0218097172780087,0.10455
AZD1775,0.5,MK-8776,0.325,A2058,0.2957169083450639,0.8795527232416562,0.07624
AZD1775,0.5,MK-8776,1.15,A2058,0.2957169083450639,0.6601747506264363,0.06263
AZD1775,0.5,MK-8776,4.0,A2058,0.2957169083450639,0.657555971222584,0.18596
AZD1775,0.0325,SN-38,0.000115,A2058,1.0160444080828845,0.9907255942195454,0.98125
AZD1775,0.0325,SN-38,0.0004,A2058,1.0160444080828845,0.9872215110821932,0.97212
AZD1775,0.0325,SN-38,0.00143,A2058,1.0160444080828845,0.8635632969551584,0.81814
AZD1775,0.0325,SN-38,0.005,A2058,1.0160444080828845,0.29194243453913815,0.20401
AZD1775,0.08,SN-38,0.000115,A2058,0.9536610768737144,0.9907255942195454,0.97791
AZD1775,0.08,SN-38,0.0004,A2058,0.9536610768737144,0.9872215110821932,0.91936
AZD1775,0.08,SN-38,0.00143,A2058,0.9536610768737144,0.8635632969551584,0.76226
AZD1775,0.08,SN-38,0.005,A2058,0.9536610768737144,0.29194243453913815,0.19585
AZD1775,0.2,SN-38,0.000115,A2058,0.7037739147670604,0.9907255942195454,0.63722
AZD1775,0.2,SN-38,0.0004,A2058,0.7037739147670604,0.9872215110821932,0.63811
AZD1775,0.2,SN-38,0.00143,A2058,0.7037739147670604,0.8635632969551584,0.37282
AZD1775,0.2,SN-38,0.005,A2058,0.7037739147670604,0.29194243453913815,0.15006
AZD1775,0.5,SN-38,0.000115,A2058,0.2957169083450639,0.9907255942195454,0.26412
AZD1775,0.5,SN-38,0.0004,A2058,0.2957169083450639,0.9872215110821932,0.19273
AZD1775,0.5,SN-38,0.00143,A2058,0.2957169083450639,0.8635632969551584,0.12302
AZD1775,0.5,SN-38,0.005,A2058,0.2957169083450639,0.29194243453913815,0.07919
MK-2206,0.045,BEZ-235,0.0045,A2058,0.9902664287400084,1.0019661597251446,1.0243
MK-2206,0.045,BEZ-235,0.02,A2058,0.9902664287400084,0.7150204309748507,0.62889
MK-2206,0.045,BEZ-235,0.09,A2058,0.9902664287400084,0.33836321261621377,0.31657
MK-2206,0.045,BEZ-235,0.4,A2058,0.9902664287400084,0.2923379569364569,0.25005
MK-2206,0.2,BEZ-235,0.0045,A2058,0.9849466719498613,1.0019661597251446,0.94
MK-2206,0.2,BEZ-235,0.02,A2058,0.9849466719498613,0.7150204309748507,0.56751
MK-2206,0.2,BEZ-235,0.09,A2058,0.9849466719498613,0.33836321261621377,0.3061
MK-2206,0.2,BEZ-235,0.4,A2058,0.9849466719498613,0.2923379569364569,0.22442
MK-2206,0.9,BEZ-235,0.0045,A2058,0.9446641925570554,1.0019661597251446,0.82751
MK-2206,0.9,BEZ-235,0.02,A2058,0.9446641925570554,0.7150204309748507,0.47524
MK-2206,0.9,BEZ-235,0.09,A2058,0.9446641925570554,0.33836321261621377,0.24055
MK-2206,0.9,BEZ-235,0.4,A2058,0.9446641925570554,0.2923379569364569,0.17489
MK-2206,4.0,BEZ-235,0.0045,A2058,0.7169847846849181,1.0019661597251446,0.5868
MK-2206,4.0,BEZ-235,0.02,A2058,0.7169847846849181,0.7150204309748507,0.31834
MK-2206,4.0,BEZ-235,0.09,A2058,0.7169847846849181,0.33836321261621377,0.16013
MK-2206,4.0,BEZ-235,0.4,A2058,0.7169847846849181,0.2923379569364569,0.10931
MK-2206,0.045,PD325901,0.0011,A2058,0.9902664287400084,1.004591452726377,1.04438
MK-2206,0.045,PD325901,0.005,A2058,0.9902664287400084,0.9771795085313917,0.96095
MK-2206,0.045,PD325901,0.0223,A2058,0.9902664287400084,0.8665800459893327,0.8361
MK-2206,0.045,PD325901,0.1,A2058,0.9902664287400084,0.6798602607267161,0.60764
MK-2206,0.2,PD325901,0.0011,A2058,0.9849466719498613,1.004591452726377,0.98067
MK-2206,0.2,PD325901,0.005,A2058,0.9849466719498613,0.9771795085313917,0.91321
MK-2206,0.2,PD325901,0.0223,A2058,0.9849466719498613,0.8665800459893327,0.78969
MK-2206,0.2,PD325901,0.1,A2058,0.9849466719498613,0.6798602607267161,0.5555
MK-2206,0.9,PD325901,0.0011,A2058,0.9446641925570554,1.004591452726377,0.89376
MK-2206,0.9,PD325901,0.005,A2058,0.9446641925570554,0.9771795085313917,0.74179
MK-2206,0.9,PD325901,0.0223,A2058,0.9446641925570554,0.8665800459893327,0.65964
MK-2206,0.9,PD325901,0.1,A2058,0.9446641925570554,0.6798602607267161,0.44922
MK-2206,4.0,PD325901,0.0011,A2058,0.7169847846849181,1.004591452726377,0.61605
MK-2206,4.0,PD325901,0.005,A2058,0.7169847846849181,0.9771795085313917,0.43703
MK-2206,4.0,PD325901,0.0223,A2058,0.7169847846849181,0.8665800459893327,0.30753
MK-2206,4.0,PD325901,0.1,A2058,0.7169847846849181,0.6798602607267161,0.25267
MK-2206,0.045,MK-8669,0.00011,A2058,0.9902664287400084,0.990169989949173,0.99271
MK-2206,0.045,MK-8669,0.0005,A2058,0.9902664287400084,0.9140141289059556,0.86854
MK-2206,0.045,MK-8669,0.00223,A2058,0.9902664287400084,0.7762095975851282,0.75516
MK-2206,0.045,MK-8669,0.01,A2058,0.9902664287400084,0.7118134876649567,0.70126
MK-2206,0.2,MK-8669,0.00011,A2058,0.9849466719498613,0.990169989949173,0.94024
MK-2206,0.2,MK-8669,0.0005,A2058,0.9849466719498613,0.9140141289059556,0.86056
MK-2206,0.2,MK-8669,0.00223,A2058,0.9849466719498613,0.7762095975851282,0.62941
MK-2206,0.2,MK-8669,0.01,A2058,0.9849466719498613,0.7118134876649567,0.67921
MK-2206,0.9,MK-8669,0.00011,A2058,0.9446641925570554,0.990169989949173,0.86791
MK-2206,0.9,MK-8669,0.0005,A2058,0.9446641925570554,0.9140141289059556,0.7464
MK-2206,0.9,MK-8669,0.00223,A2058,0.9446641925570554,0.7762095975851282,0.63471
MK-2206,0.9,MK-8669,0.01,A2058,0.9446641925570554,0.7118134876649567,0.56585
MK-2206,4.0,MK-8669,0.00011,A2058,0.7169847846849181,0.990169989949173,0.65433
MK-2206,4.0,MK-8669,0.0005,A2058,0.7169847846849181,0.9140141289059556,0.55019
MK-2206,4.0,MK-8669,0.00223,A2058,0.7169847846849181,0.7762095975851282,0.4309
MK-2206,4.0,MK-8669,0.01,A2058,0.7169847846849181,0.7118134876649567,0.40816
MK-2206,0.045,MK-8776,0.0925,A2058,0.9902664287400084,1.0218097172780087,1.01905
MK-2206,0.045,MK-8776,0.325,A2058,0.9902664287400084,0.8795527232416562,0.90707
MK-2206,0.045,MK-8776,1.15,A2058,0.9902664287400084,0.6601747506264363,0.71493
MK-2206,0.045,MK-8776,4.0,A2058,0.9902664287400084,0.657555971222584,0.74419
MK-2206,0.2,MK-8776,0.0925,A2058,0.9849466719498613,1.0218097172780087,1.00652
MK-2206,0.2,MK-8776,0.325,A2058,0.9849466719498613,0.8795527232416562,0.86606
MK-2206,0.2,MK-8776,1.15,A2058,0.9849466719498613,0.6601747506264363,0.75736
MK-2206,0.2,MK-8776,4.0,A2058,0.9849466719498613,0.657555971222584,0.61013
MK-2206,0.9,MK-8776,0.0925,A2058,0.9446641925570554,1.0218097172780087,0.93917
MK-2206,0.9,MK-8776,0.325,A2058,0.9446641925570554,0.8795527232416562,0.82361
